Player Full Name,Birth Date,Year Start,Year End,Position,Height,Wingspan,Weight
LaMarcus Aldridge,19.07.1985,2007,2018,F-C,210.8,225.4,260
LaMark Baker,11.11.1969,1999,1999,G,185.4,,175
Lamond Murray,20.04.1973,1995,2006,F,200.7,,236
Lamont Strothers,10.05.1968,1992,1993,G,193,,190
Lanard Copeland,16.07.1965,1990,1992,G,198.1,,190
Lancaster Gordon,24.06.1962,1985,1988,G,190.5,,185
Lance Allred,02.02.1981,2008,2008,C,210.8,,250
Lance Blanks,09.09.1966,1991,1993,G,193,,190
Lance Stephenson,05.09.1990,2011,2018,G-F,195.6,209.6,230
Lance Thomas,24.04.1988,2012,2018,F,203.2,,235
Landry Fields,27.06.1988,2011,2015,F,200.7,,210
Langston Galloway,09.12.1991,2015,2018,G,188,,200
LaPhonso Ellis,05.05.1970,1993,2003,F,203.2,,240
Lari Ketner,01.02.1977,2000,2001,F-C,205.7,,277
Laron Profit,05.08.1977,2000,2006,G-F,195.6,,204
Larry Bergh,02.04.1945,1970,1970,F,203.2,,210
Larry Bird,07.12.1956,1980,1992,F,205.7,,220
Larry Brown,14.09.1940,1968,1972,G,175.3,,160
Larry Bunce,29.07.1945,1968,1969,C,213.4,,240
Larry Cannon,12.04.1947,1970,1974,G,193,,195
Larry Comley,17.08.1939,1964,1964,G,195.6,,210
Larry Conley,22.01.1944,1968,1968,G,190.5,,175
Larry Costello,02.07.1931,1955,1968,G,185.4,,186
Larry Demic,27.06.1957,1980,1982,F-C,205.7,,225
Larry Drew,02.04.1958,1981,1991,G,185.4,,170
Larry Drew,02.04.1958,2015,2015,G,188,,180
Larry Finch,16.02.1951,1974,1975,G,188,,185
Larry Fogle,19.03.1953,1976,1976,G,195.6,,205
Larry Foust,24.06.2028,1951,1962,C-F,205.7,,215
Larry Friend,14.04.1935,1958,1958,G-F,193,,185
Larry Hennessy,20.05.2029,1956,1957,G,190.5,,185
Larry Hughes,23.01.1979,1999,2012,G,195.6,,184
Larry Johnson,28.11.1954,1978,1978,G,190.5,,205
Larry Johnson,28.11.1954,1992,2001,F,198.1,,250
Larry Jones,22.09.1942,1965,1974,G-F,188,,180
Larry Kenon,13.12.1952,1974,1983,F,205.7,,205
Larry Krystkowiak,23.09.1964,1987,1997,F-C,205.7,,220
Larry McNeill,31.01.1951,1974,1979,F-C,205.7,,195
Larry Micheaux,24.03.1960,1984,1985,F,205.7,,220
Larry Mikan,08.04.1948,1971,1971,F,200.7,,210
Larry Miller,04.04.1946,1969,1975,G-F,193,,190
Larry Moffett,05.11.1954,1978,1978,F,203.2,,210
Larry Moore,00.01.1900,1968,1968,F,200.7,,215
Larry Nance,12.02.1959,1982,1994,F-C,208.3,217.2,205
Larry Nance,12.02.1959,2016,2018,F,205.7,217.2,230
Larry Owens,08.01.1983,2011,2012,F,200.7,,210
Larry Robinson,11.01.1968,1991,2002,F-G,190.5,,180
Larry Sanders,21.11.1988,2011,2017,C-F,210.8,228,235
Larry Siegfried,22.05.1939,1964,1972,F,190.5,,190
Larry Smith,18.01.1958,1981,1993,F-C,203.2,,215
Larry Spriggs,08.09.1959,1982,1986,F,200.7,,230
Larry Staverman,11.10.1936,1959,1964,F,200.7,,205
Larry Steele,05.05.1949,1972,1980,G-F,195.6,,180
Larry Stewart,21.09.1968,1992,1997,F,203.2,,220
Larry Sykes,11.04.1973,1996,1996,F,205.7,,255
Larry Wright,23.11.1954,1977,1982,G,185.4,,160
Lars Hansen,14.09.1954,1979,1979,C,208.3,,225
LaRue Martin,30.03.1950,1973,1976,C,210.8,,208
LaSalle Thompson,23.06.1961,1983,1997,C-F,208.3,,245
Latrell Sprewell,08.09.1970,1993,2005,G,195.6,,190
Lauri Markkanen,22.05.1997,2018,2018,F,213.4,,230
Lavor Postell,26.02.1978,2001,2003,G,195.6,204.5,215
Lavoy Allen,04.02.1989,2012,2017,F-C,205.7,,260
Lawrence Boston,18.05.1956,1980,1980,F,203.2,,225
Lawrence Funderburke,15.12.1970,1998,2005,F,205.7,,230
Lawrence Moten,25.03.1972,1996,1998,G,195.6,,185
Lawrence Roberts,20.10.1982,2006,2007,F,205.7,207,240
Lazar Hayward,26.11.1986,2011,2013,F,198.1,215.3,225
Lazaro Borrell,20.09.1972,2000,2000,F,203.2,,220
Leandro Barbosa,28.11.1982,2004,2017,G,190.5,,194
Leary Lentz,23.02.1945,1968,1969,F,198.1,,200
LeBron James,30.12.1984,2004,2018,F-G,203.2,214,250
Ledell Eackles,24.11.1966,1989,1998,G-F,195.6,,220
Lee Davis,11.10.1945,1969,1976,C-F,203.2,,235
Lee Johnson,16.06.1957,1981,1981,F,210.8,,205
Lee Knorek,15.07.2021,1947,1950,C,200.7,,215
Lee Mayberry,12.06.1970,1993,1999,G,185.4,,172
Lee Nailon,22.02.1975,2001,2006,F,205.7,,238
Lee Robbins,11.02.2022,1948,1949,F,190.5,,175
Lee Shaffer,23.02.1939,1962,1964,F,200.7,,220
Lee Winfield,04.02.1947,1970,1976,G,188,,174
Leland Mitchell,22.02.1941,1968,1968,G,193,,210
Len Chappell,31.01.1941,1963,1972,F-C,203.2,,240
Len Elmore,28.03.1952,1975,1984,C-F,205.7,,220
Len Kosmalski,29.11.1951,1975,1976,C,213.4,,245
Lennie Rosenbluth,22.01.1933,1958,1959,F,193,,190
Lenny Wilkens,28.10.1937,1961,1975,G,185.4,,180
Leo Barnhorst,11.05.2024,1950,1954,F-G,193,,190
Leo Gottlieb,28.11.2020,1947,1948,G,180.3,,180
Leo Katkaveck,17.04.2023,1949,1950,G,182.9,,185
Leo Klier,21.05.2023,1949,1950,F-G,188,,170
Leo Kubiak,25.12.2027,1950,1950,G,180.3,,160
Leo Mogus,13.04.2021,1947,1951,F-C,193,,190
Leo Rautins,20.03.1960,1984,1985,F,203.2,,215
Leon Benbow,23.07.1950,1975,1976,G,193,,185
Leon Blevins,25.06.2026,1951,1951,G,188,,160
Leon Brown,12.10.2019,1947,1947,F,190.5,,190
Leon Douglas,26.08.1954,1977,1983,C-F,208.3,,230
Leon Powe,22.01.1984,2007,2011,F,203.2,,240
Leon Smith,02.11.1980,2002,2004,C,208.3,,235
Leon Wood,25.03.1962,1985,1991,G,190.5,,185
Leonard Gray,19.12.1951,1975,1977,F,203.2,,240
Leonard Taylor,02.05.1966,1990,1990,F,203.2,,220
LeRon Ellis,28.04.1969,1992,1996,F-C,205.7,,225
Leroy Chollet,05.03.2025,1950,1951,F,188,,190
Leroy Combs,01.01.1961,1984,1984,F,203.2,,210
Leroy Ellis,10.03.1940,1963,1976,C-F,208.3,,210
Leroy Wright,06.05.1938,1968,1969,F,205.7,,215
Les Hunter,16.08.1942,1965,1973,F-C,200.7,,210
Les Jepsen,24.06.1967,1991,1992,C,213.4,,237
Les Pugh,18.09.2022,1949,1950,C-F,200.7,,190
Lester Conner,17.09.1959,1983,1995,G,193,,180
Lester Hudson,07.08.1984,2010,2015,G,190.5,205.1,190
Lester Selvage,07.03.1943,1968,1970,G,185.4,,175
Levern Tart,01.06.1942,1968,1971,G-F,188,,195
Levi Fontaine,01.11.1948,1971,1971,G,193,,190
Lew Hitch,16.07.2029,1952,1957,F-C,203.2,,200
Lewis Brown,19.02.1955,1981,1981,C,210.8,,225
Lewis Lloyd,22.02.1959,1982,1990,G-F,198.1,,205
Linas Kleiza,03.01.1985,2006,2013,F,203.2,,245
Lindsay Hairston,08.12.1951,1976,1976,F-C,200.7,,180
Lindsey Hunter,03.12.1970,1994,2010,G,188,,170
Linton Johnson,13.06.1980,2004,2009,F,203.2,,205
Linton Townes,30.11.1959,1983,1985,F-G,200.7,,190
Lionel Billingy,31.08.1952,1975,1975,F-C,205.7,,215
Lionel Chalmers,10.11.1980,2005,2005,G,182.9,,180
Lionel Hollins,19.10.1953,1976,1985,G,190.5,,185
Lionel Malamed,15.11.2024,1949,1949,G,175.3,,150
Lionel Simmons,14.11.1968,1991,1997,F,200.7,,210
Litterial Green,07.03.1970,1993,1999,G,185.4,,185
Lloyd Batts,09.05.1951,1975,1975,G-F,193,,185
Lloyd Daniels,04.09.1967,1993,1998,G,200.7,,205
Lloyd Neal,10.12.1950,1973,1979,C-F,200.7,,225
Lloyd Walton,23.11.1953,1977,1981,G,182.9,,160
Logan Vander Velden,03.04.1971,1996,1996,F,203.2,,215
London Perrantes,03.10.1994,2018,2018,G,188,,200
Lonnie Eggleston,08.06.2018,1949,1949,G,182.9,,170
Lonnie Kluttz,17.09.1945,1971,1971,F,200.7,,220
Lonnie Lynn,24.05.1943,1970,1970,F,200.7,,215
Lonnie Shelton,19.10.1955,1977,1986,F-C,203.2,,240
Lonnie Wright,23.01.1945,1968,1972,G,188,,205
Lonny Baxter,27.01.1979,2003,2006,F,203.2,217.2,260
Lonzo Ball,27.10.1997,2018,2018,G,198.1,,190
Loren Meyer,30.12.1972,1996,1999,C,208.3,,257
Loren Woods,21.06.1978,2002,2008,F-C,215.9,227.3,245
Lorenzen Wright,04.11.1975,1997,2009,F-C,210.8,,225
Lorenzo Brown,26.08.1990,2014,2018,G,195.6,200.7,189
Lorenzo Charles,25.11.1963,1986,1986,F,200.7,,225
Lorenzo Romar,13.11.1958,1981,1985,G,185.4,,175
Lorenzo Williams,15.07.1969,1993,2000,F-C,205.7,,200
Lou Amundson,07.12.1982,2007,2016,F,205.7,212.1,220
Lou Hudson,11.07.1944,1967,1979,F-G,195.6,,210
Lou Roe,14.07.1972,1996,1997,F,200.7,,220
Lou Spicer,12.11.2022,1947,1947,F,188,,195
Lou Tsioropoulos,31.08.1930,1957,1959,F,195.6,,190
Lou Williams,27.10.1986,2006,2018,G,185.4,,175
Louie Dampier,20.11.1944,1968,1979,G,182.9,,170
Louie Nelson,28.05.1951,1974,1978,G,190.5,,190
Louis Orr,07.05.1958,1981,1988,F,203.2,,175
Lowes Moore,05.05.1957,1981,1983,G,185.4,,170
Loy Petersen,26.07.1945,1969,1970,G,195.6,,205
Loy Vaught,27.02.1968,1991,2001,F,205.7,,230
Loyd King,29.05.1949,1972,1973,G,188,,180
Luc Longley,19.01.1969,1992,2001,C,218.4,,265
Luc Mbah a Moute,09.09.1986,2009,2018,F,203.2,219.7,230
Lucas Nogueira,26.07.1992,2015,2018,C,213.4,,241
Lucious Harris,18.12.1970,1994,2005,G,195.6,,190
Lucius Allen,26.09.1947,1970,1979,G,188,,175
Luigi Datome,27.11.1987,2014,2015,F,203.2,,215
Luis Flores,11.04.1981,2005,2005,G,188,201.9,200
Luis Montero,06.04.1993,2016,2016,G,200.7,,185
Luis Scola,30.04.1980,2008,2017,F,205.7,,240
Luke Babbitt,20.06.1989,2011,2018,F,205.7,211.5,225
Luke Harangody,02.01.1988,2011,2012,F,203.2,207,246
Luke Jackson,31.10.1941,1965,1972,F-C,205.7,204.5,240
Luke Jackson,31.10.1941,2005,2008,F,200.7,204.5,215
Luke Kennard,24.06.1996,2018,2018,G,198.1,196.2,206
Luke Ridnour,13.02.1981,2004,2015,G,188,190.5,175
Luke Schenscher,31.12.1982,2006,2007,C,215.9,226.1,255
Luke Walton,28.03.1980,2004,2013,F,203.2,204.5,235
Luke Witte,19.10.1950,1974,1976,C,213.4,,235
Luke Zeller,07.04.1987,2013,2013,C,210.8,,245
Luol Deng,16.04.1985,2005,2018,F,205.7,214.6,220
Luther Green,13.11.1946,1970,1973,F,200.7,,190
Luther Head,26.11.1982,2006,2011,G,190.5,196.2,185
Luther Rackley,11.06.1946,1970,1974,C,208.3,,220
Luther Wright,22.09.1971,1994,1994,C,218.4,,270
Lynn Greer,23.10.1979,2007,2007,G,188,185.4,175
Lynn Shackelford,27.08.1947,1970,1970,F,195.6,,190
M.L. Carr,09.01.1951,1976,1985,F-G,198.1,,205
Maalik Wayns,02.05.1991,2013,2014,G,188,,200
Mac Otten,16.12.2025,1950,1950,F-C,200.7,,220
Maceo Baston,29.05.1975,2003,2009,F,205.7,,215
Maciej Lampe,05.02.1985,2004,2006,C,210.8,,275
Mack Calvin,27.07.1947,1970,1981,G,182.9,,165
Mack Daughtry,00.01.1900,1971,1971,G,190.5,,175
Magic Johnson,14.08.1959,1980,1996,G-F,205.7,,215
Mahmoud Abdul-Rauf,09.03.1969,1991,2001,G,185.4,,162
Major Jones,09.07.1953,1980,1985,F,205.7,,225
Makhtar N'Diaye,12.12.1973,1999,1999,F,203.2,,245
Mal Graham,23.02.1945,1968,1969,G,185.4,,185
Mal McMullen,23.08.2027,1950,1951,F-C,195.6,,210
Malachi Richardson,05.01.1996,2017,2018,G,198.1,213.4,205
Malcolm Brogdon,11.12.1992,2017,2018,G,195.6,209.6,215
Malcolm Delaney,11.03.1989,2017,2018,G,190.5,,190
Malcolm Lee,22.05.1990,2012,2015,G,195.6,207.6,200
Malcolm Mackey,11.07.1970,1994,1994,F-C,205.7,,248
Malcolm Miller,06.03.1993,2018,2018,F,200.7,,210
Malcolm Thomas,08.11.1988,2012,2015,F,205.7,214.6,225
Malik Allen,27.06.1978,2002,2011,F-C,208.3,219.7,255
Malik Beasley,26.11.1996,2017,2018,G,195.6,200.7,196
Malik Hairston,23.02.1987,2009,2010,G,198.1,205.7,220
Malik Monk,04.02.1998,2018,2018,G,190.5,,200
Malik Rose,23.11.1974,1997,2009,F,200.7,,250
Malik Sealy,01.02.1970,1993,2000,G,203.2,,190
Mamadou N'Diaye,16.06.1975,2001,2005,C,213.4,,255
Mangok Mathiang,08.10.1992,2018,2018,C-F,208.3,,230
Manny Harris,21.09.1989,2011,2017,G,195.6,201.3,185
Manny Leaks,27.11.1945,1969,1974,C-F,203.2,,225
Manu Ginobili,28.07.1977,2003,2018,G,198.1,,205
Manute Bol,16.10.1962,1986,1995,C,231.1,,200
Marc Gasol,29.01.1985,2009,2018,C,215.9,,255
Marc Iavaroni,15.09.1956,1983,1989,F,203.2,,210
Marc Jackson,16.01.1975,2001,2007,C,208.3,,270
Marcelo Huertas,25.05.1983,2016,2017,G,190.5,,200
Marcin Gortat,17.02.1984,2008,2018,C-F,210.8,222.3,240
Marco Belinelli,25.03.1986,2008,2018,G-F,195.6,,210
Marcus Banks,19.11.1981,2004,2011,G,188,,200
Marcus Brown,03.04.1974,1997,2000,G,190.5,,185
Marcus Camby,22.03.1974,1997,2013,C-F,210.8,,220
Marcus Cousin,18.12.1986,2011,2011,C,210.8,,245
Marcus Fizer,10.08.1978,2001,2006,F,205.7,,262
Marcus Georges-Hunt,28.03.1994,2017,2018,G,195.6,,216
Marcus Haislip,22.12.1980,2003,2010,F,208.3,213.4,230
Marcus Landry,01.11.1985,2010,2010,F,200.7,,230
Marcus Liberty,27.10.1968,1991,1994,F,203.2,,205
Marcus Morris,02.09.1989,2012,2018,F,205.7,208.3,235
Marcus Paige,11.09.1993,2018,2018,G,185.4,198.8,175
Marcus Smart,06.03.1994,2015,2018,G,193,206.4,220
Marcus Thornton,05.06.1987,2010,2017,G,193,195.6,205
Marcus Vinicius,31.05.1984,2007,2008,F,203.2,,225
Marcus Webb,09.05.1970,1993,1993,F-C,205.7,,255
Marcus Williams,03.12.1985,2007,2010,G,190.5,200.7,205
Marcus Williams,03.12.1985,2008,2009,F,200.7,200.7,205
Mardy Collins,04.08.1984,2007,2010,G,198.1,208.3,220
Mario Bennett,01.08.1973,1996,2000,F,198.1,,235
Mario Chalmers,19.05.1986,2009,2018,G,188,,190
Mario Elie,26.11.1963,1991,2001,G-F,195.6,,210
Mario Hezonja,25.02.1995,2016,2018,F-G,203.2,,215
Mario Kasun,05.04.1980,2005,2006,C,215.9,212.1,260
Mario West,19.06.1984,2008,2011,G,195.6,,210
Mark Acres,15.11.1962,1988,1993,F-C,210.8,,220
Mark Aguirre,10.12.1959,1982,1994,F-G,198.1,,232
Mark Alarie,11.12.1963,1987,1991,F,203.2,,217
Mark Blount,30.11.1975,2001,2009,C,213.4,,230
Mark Bradtke,27.09.1968,1997,1997,C-F,208.3,,265
Mark Bryant,25.04.1965,1989,2003,F-C,205.7,,245
Mark Crow,22.10.1954,1978,1978,F,200.7,,210
Mark Davis,08.06.1963,1989,1989,F-G,198.1,,195
Mark Davis,08.06.1963,1996,2000,G-F,200.7,,210
Mark Eaton,24.01.1957,1983,1993,C,223.5,,275
Mark Hendrickson,23.06.1974,1997,2000,F,205.7,,220
Mark Jackson,01.04.1965,1988,2004,G,185.4,,180
Mark Jones,10.04.1961,1984,1984,G,185.4,,175
Mark Jones,10.04.1961,2005,2005,G,198.1,,215
Mark Landsberger,21.05.1955,1978,1984,F-C,203.2,,215
Mark Macon,14.04.1969,1992,1999,G,195.6,,185
Mark Madsen,28.01.1976,2001,2009,F,205.7,214.6,240
Mark McNamara,08.06.1959,1983,1991,C-F,210.8,,235
Mark Minor,14.05.1950,1973,1973,F,198.1,,215
Mark Olberding,21.04.1956,1976,1987,F,203.2,,225
Mark Pope,11.09.1972,1998,2005,F,208.3,,235
Mark Price,15.02.1964,1987,1998,G,182.9,,170
Mark Radford,05.07.1959,1982,1983,G,193,,190
Mark Randall,30.09.1967,1992,1995,F,203.2,,235
Mark Sibley,13.11.1950,1974,1974,G,188,,175
Mark Strickland,14.07.1970,1995,2003,F,205.7,,210
Mark Wade,15.10.1965,1988,1990,G,180.3,,160
Mark West,05.11.1960,1984,2000,C-F,208.3,,230
Mark Workman,10.03.1930,1953,1954,F-C,205.7,,215
Markel Brown,29.01.1992,2015,2016,G,190.5,205.1,190
Markelle Fultz,29.05.1998,2018,2018,G,193,0,195
Markieff Morris,02.09.1989,2012,2018,F,208.3,210.2,245
Marko Jaric,12.10.1978,2003,2009,G,200.7,205.7,198
Marko Milic,07.05.1977,1998,1999,G-F,198.1,,235
Marlbert Pradd,17.11.1944,1968,1969,G,190.5,,170
Marlon Garnett,03.07.1975,1999,1999,G,188,,186
Marlon Maxey,19.02.1969,1993,1994,F,203.2,,250
Marlon Redmond,15.04.1955,1979,1980,G,198.1,,188
Marques Bragg,24.03.1970,1996,1996,F,203.2,,230
Marques Johnson,08.02.1956,1978,1990,F-G,200.7,,218
Marquese Chriss,02.07.1997,2017,2018,F,208.3,214,233
Marquis Daniels,07.01.1981,2004,2013,G-F,198.1,208.3,200
Marquis Teague,28.02.1993,2013,2014,G,188,201.3,189
Marreese Speights,04.08.1987,2009,2018,C-F,208.3,,255
Marshall Hawkins,03.08.2024,1950,1950,F,190.5,,205
Marshall Plumlee,14.07.1992,2017,2017,C,213.4,,250
Marshall Rogers,27.08.1953,1977,1977,G,185.4,,190
MarShon Brooks,26.01.1989,2012,2014,G-F,195.6,215.9,200
Martell Webster,04.12.1986,2006,2015,G-F,200.7,210.8,230
Martin Lewis,28.04.1975,1996,1997,F,195.6,,210
Martin Muursepp,26.09.1974,1997,1998,F,205.7,,235
Martin Nessley,16.02.1965,1988,1988,C,218.4,,260
Marty Byrnes,30.04.1956,1979,1983,F,200.7,,215
Marty Conlon,19.01.1968,1992,2000,F-C,208.3,,224
Marty Passaglia,22.04.2019,1947,1949,G,185.4,,170
Martynas Andriuskevicius,12.03.1986,2006,2006,C,218.4,211.5,240
Marv Roberts,29.01.1950,1972,1977,F-C,203.2,,200
Marv Schatzman,18.02.2027,1950,1950,F,195.6,,200
Marv Winkler,18.02.1948,1971,1972,G,185.4,,164
Marvin Barnes,27.07.1952,1975,1980,F-C,203.2,,210
Marvin Webster,13.04.1952,1976,1987,C,215.9,,225
Marvin Williams,19.06.1986,2006,2018,F,205.7,222.3,237
Mason Plumlee,05.03.1990,2014,2018,C-F,210.8,210.8,245
Mateen Cleaves,07.09.1977,2001,2006,G,188,,205
Matt Barnes,09.03.1980,2004,2017,F,200.7,205.7,226
Matt Bonner,05.04.1980,2005,2016,F,208.3,205.1,235
Matt Bullard,05.06.1967,1991,2002,F,208.3,,215
Matt Carroll,28.08.1980,2004,2013,G,198.1,199.4,212
Matt Costello,05.08.1993,2018,2018,F,205.7,,245
Matt Fish,18.11.1969,1995,1997,C,210.8,,235
Matt Freije,02.10.1981,2005,2007,F,208.3,215.9,240
Matt Geiger,10.09.1969,1993,2002,C,213.4,,243
Matt Guokas,11.11.2015,1947,1947,F,190.5,,195
Matt Guokas,11.11.2015,1967,1976,G-F,195.6,,175
Matt Harpring,31.05.1976,1999,2009,F,200.7,,231
Matt Maloney,06.12.1971,1997,2003,G,190.5,,192
Matt Mazza,23.09.2023,1950,1950,F,190.5,,210
Matt Othick,16.03.1969,1993,1993,G,188,,165
Matt Steigenga,27.03.1970,1997,1997,F,200.7,,225
Matt Walsh,02.12.1982,2006,2006,G-F,198.1,,205
Matt Wenstrom,04.11.1970,1994,1994,C,215.9,,250
Matt Williams,14.10.1993,2018,2018,G,195.6,,210
Matt Zunic,19.12.2019,1949,1949,G-F,190.5,,195
Matthew Aitch,21.09.1944,1968,1968,F,200.7,,230
Matthew Dellavedova,08.09.1990,2014,2018,G,193,,198
Maurice Ager,09.02.1984,2007,2011,G,195.6,202.6,202
Maurice Baker,28.07.1979,2005,2005,G,185.4,193,175
Maurice Carter,12.10.1976,2004,2004,G,195.6,,210
Maurice Cheeks,08.09.1956,1979,1993,G,185.4,,180
Maurice Evans,08.11.1978,2002,2012,G,195.6,203.2,220
Maurice Harkless,11.05.1993,2013,2018,F-G,205.7,213.4,215
Maurice Lucas,18.02.1952,1975,1988,F-C,205.7,,215
Maurice Martin,02.07.1964,1987,1988,F-G,198.1,,200
Maurice McHartley,01.08.1942,1968,1970,G-F,190.5,,185
Maurice Ndour,18.06.1992,2017,2017,F,205.7,,200
Maurice Stokes,17.06.1933,1956,1958,F-C,200.7,,232
Maurice Taylor,30.10.1976,1998,2007,F,205.7,,260
Maury King,12.03.1935,1960,1963,G,188,,195
Max Morris,14.03.2025,1950,1950,F-C,188,,195
Max Zaslofsky,07.12.2025,1947,1956,G-F,188,,170
Maxi Kleber,29.01.1992,2018,2018,F,208.3,,220
McCoy Ingram,31.08.1931,1958,1958,F,203.2,,210
McCoy McLemore,03.04.1942,1965,1972,F-C,200.7,,230
McKinley Singleton,29.10.1961,1987,1987,G,195.6,,175
Med Park,11.04.1933,1956,1960,G-F,188,,205
Mehmet Okur,26.05.1979,2003,2012,C-F,210.8,,249
Mel Bennett,04.01.1955,1976,1982,F,200.7,,200
Mel Counts,16.10.1941,1965,1976,C-F,213.4,,230
Mel Daniels,20.07.1944,1968,1977,C,205.7,,220
Mel Davis,09.11.1950,1974,1977,F,198.1,,220
Mel Gibson,30.12.1940,1964,1964,G,190.5,,180
Mel Hirsch,31.07.2021,1947,1947,G,167.6,,165
Mel Hutchins,22.11.2028,1952,1958,F-C,198.1,,200
Mel McCants,19.08.1967,1990,1990,F,203.2,,240
Mel McGaha,26.09.2026,1949,1949,G,185.4,,190
Mel Nowell,27.12.1939,1963,1968,G,188,,170
Mel Payton,16.07.2026,1952,1953,F-G,193,,185
Mel Peterson,23.03.1938,1964,1970,G-F,193,,185
Mel Riebe,12.07.2016,1947,1949,G-F,180.3,,180
Mel Thurston,16.01.2019,1948,1948,G,182.9,,175
Melvin Booker,20.08.1972,1996,1997,G,185.4,,185
Melvin Ely,02.05.1978,2003,2014,C,208.3,223.5,260
Melvin Newbern,11.06.1967,1993,1993,G,193,,200
Melvin Sanders,03.01.1981,2006,2006,G-F,195.6,,210
Melvin Turpin,28.12.1960,1985,1990,C,210.8,,240
Mengke Bateer,20.11.1975,2002,2004,C,210.8,,290
Mervin Jackson,15.08.1946,1969,1973,G,190.5,,175
Metta World Peace,13.11.1979,2000,2017,F,198.1,,260
Meyers Leonard,27.02.1992,2013,2018,C-F,215.9,221,245
Michael Adams,19.01.1963,1986,1996,G,177.8,,162
Michael Anderson,23.03.1966,1989,1989,G,180.3,,184
Michael Ansley,08.02.1967,1990,1992,F,200.7,,225
Michael Beasley,09.01.1989,2009,2018,F,205.7,214,235
Michael Bradley,18.04.1979,2002,2006,F-C,208.3,217.2,245
Michael Brooks,17.08.1958,1981,1988,F,200.7,,220
Michael Bytzura,18.06.2022,1947,1947,F,185.4,,170
Michael Cage,28.01.1962,1985,2000,F-C,205.7,,224
Michael Carter-Williams,10.10.1991,2014,2018,G,198.1,201.3,190
Michael Cooper,15.04.1956,1979,1990,G-F,195.6,,170
Michael Curry,22.08.1968,1994,2005,F-G,195.6,,210
Michael Dickerson,25.06.1975,1999,2003,G-F,195.6,,190
Michael Doleac,15.06.1977,1999,2008,C,210.8,,262
Michael Finley,06.03.1973,1996,2010,G-F,200.7,,215
Michael Gbinije,05.06.1992,2017,2017,G,200.7,201.9,200
Michael Hawkins,28.10.1972,1997,2001,G,182.9,,178
Michael Jackson,13.07.1964,1988,1990,G,188,,183
Michael Jordan,17.02.1963,1985,2003,G-F,198.1,,195
Michael Kidd-Gilchrist,26.09.1993,2013,2018,F,200.7,213.4,232
Michael McDonald,13.02.1969,1998,1998,C,208.3,,232
Michael Olowokandi,03.04.1975,1999,2007,C,213.4,,269
Michael Phelps,03.10.1961,1986,1988,G,193,,180
Michael Redd,24.08.1979,2001,2012,G,198.1,205.7,220
Michael Ruffin,21.01.1977,2000,2009,F,205.7,,246
Michael Smith,19.05.1965,1990,1995,F,208.3,,225
Michael Smith,19.05.1965,1995,2001,F,203.2,,230
Michael Stewart,25.04.1975,1998,2005,C,208.3,,230
Michael Wiley,16.10.1957,1981,1982,F,205.7,,200
Michael Wilson,15.09.1959,1984,1987,G,193,,175
Michael Young,02.01.1961,1985,1990,F-G,200.7,,220
Micheal Ray Richardson,11.04.1955,1979,1986,G-F,195.6,,189
Micheal Williams,23.07.1966,1989,1999,G,188,,175
Mickael Gelabale,22.05.1983,2007,2013,F,200.7,,215
Mickael Pietrus,07.02.1982,2004,2013,G-F,198.1,,215
Mickell Gladness,26.07.1986,2012,2012,C,210.8,,220
Mickey Davis,16.06.1950,1972,1977,F-G,200.7,,195
Mickey Dillard,15.10.1958,1982,1982,G,190.5,,170
Mickey Johnson,31.08.1952,1975,1986,F,208.3,,190
Mickey Rottner,23.03.2019,1947,1948,G,177.8,,180
Mike Bantom,03.12.1951,1974,1982,F-C,205.7,,200
Mike Barr,19.10.1950,1973,1977,G,190.5,,180
Mike Barrett,05.09.1943,1970,1973,G,188,,155
Mike Batiste,21.11.1977,2003,2003,F,203.2,,225
Mike Bibby,13.05.1978,1999,2012,G,185.4,,190
Mike Bloom,14.01.2015,1948,1949,F-C,198.1,,190
Mike Bratz,17.10.1955,1978,1986,G,188,,185
Mike Brittain,21.06.1963,1986,1987,C,213.4,,235
Mike Brown,19.07.1963,1987,1997,C-F,205.7,,257
Mike Butler,22.10.1946,1969,1972,G,188,,170
Mike Champion,05.04.1964,1989,1989,F,208.3,,230
Mike Conley,11.10.1987,2008,2018,G,185.4,197.5,175
Mike Dabich,27.12.1942,1968,1968,C,213.4,,242
Mike D'Antoni,08.05.1951,1974,1977,G,190.5,,185
Mike Davis,26.07.1946,1970,1973,G,190.5,,185
Mike Davis,26.07.1946,1983,1983,F,208.3,,230
Mike Dunleavy,21.03.1954,1977,1990,G,190.5,205.7,180
Mike Dunleavy,21.03.1954,2003,2017,F-G,205.7,205.7,230
Mike Evans,19.04.1955,1980,1988,G,185.4,,170
Mike Farmer,26.09.1936,1959,1966,F,200.7,,210
Mike Flynn,31.07.1953,1976,1978,G,188,,180
Mike Gale,18.07.1950,1972,1982,G,193,,185
Mike Gibson,27.10.1960,1984,1986,F,208.3,,205
Mike Glenn,10.09.1955,1978,1987,G,188,,175
Mike Gminski,03.08.1959,1981,1994,C,210.8,,250
Mike Green,06.08.1951,1974,1980,C-F,208.3,,200
Mike Grosso,07.09.1947,1972,1972,C,205.7,,230
Mike Hall,05.06.1984,2007,2007,F,203.2,,230
Mike Harper,09.12.1957,1981,1982,C-F,208.3,,195
Mike Harris,15.06.1983,2008,2014,F,198.1,,240
Mike Higgins,17.02.1967,1990,1991,F,205.7,,220
